id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
94365,tt1883367,0.386529,0,0,The Human Centipede 3 (Final Sequence),Dieter Laser|Laurence R. Harvey|Robert LaSardo|Tommy 'Tiny' Lister|Jay Tavare,,Tom Six,100% politically incorrect,exploitation|sequel|gore|b movie|graphic violence,"Taking inspiration from The Human Centipede films, the warden of a notorious and troubled prison looks to create a 500-person human centipede as a solution to his problems.",103,Horror,Six Entertainment,5/22/2015,75,3.5,2015,0,0
241855,tt3395184,0.383406,0,49970,Spring,Lou Taylor Pucci|Nadia Hilker|Nick Nevern|Augie Duke|Jeremy Gardner,,Aaron Moorhead|Justin Benson,Love is a monster.,,"A young man in a personal tailspin flees the US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",109,Horror|Romance|Science Fiction,XYZ Films,3/20/2015,110,6.5,2015,0,45972.37977
322518,tt3496372,0.383183,0,0,The Intruders,Miranda Cosgrove|Donal Logue|Tom Sizemore|Jenessa Grant|Austin Butler,,Adam Massey,You can't lock out what lives inside.,,"After the traumatic loss of her mother, a teenaged girl tries to uncover the dark secrets behind her new home, in spite of her father's disbelief.",92,Thriller,Darius Films,2/24/2015,26,4.9,2015,0,0
291272,tt3520418,0.382997,0,0,We Are Still Here,Barbara Crampton|Andrew Sensenig|Lisa Marie|Larry Fessenden|Monte Markham,http://www.facebook.com/WeAreStillHereFilm,Ted Geoghegan,This house needs a family.,terror|countryside|secret|supernatural|spirit,"After the death of their college age son, Anne and Paul Sacchetti relocate to the snowswept New England hamlet of Aylesbury, a sleepy village where all is most certainly not as it seems. When strange sounds and eerie feelings convince Anne that her son's spirit is still with them, they invite an eccentric, New Age couple to help them get to the bottom of the mystery.",84,Horror,Dark Sky Films|Snowfort Pictures,6/5/2015,91,5.5,2015,0,0
324963,tt4137924,0.71289,0,0,Monster High: Haunted,Haviland Stillwell|Karen Strassman|Cameron Clarke|Todd Haberkorn|Laura Bailey,,Dan Fraga|William Lau,,school|ghost,"Lurk what's waiting for the Monster High ghouls when they bring their killer fashion to the howlways of the spooktacular Haunted High! When the ghouls of Monster High follow Spectra Vondergeist one day, they discover a creeperiffic Ghost World with an all-spirit school. But their scary-cute student bodies are hardly welcome with the very strict Principal Revenant, and she punishes Spectra with frightful detention chains that prevent her from re-joining Monster High. Now, it's up to the imperfectly perfect friends to take on ghostly forms in order to save one of their own from disappearing forever!",75,Animation|Family|Fantasy,Mattel Playground Productions,3/2/2015,11,7,2015,0,0
342927,tt4685096,0.378836,0,0,3-Headed Shark Attack,Karrueche Tran|Jaason Simmons|Rob Van Dam|Danny Trejo|Jena Sims,,Christopher Ray,More HEADS! More DEADS!,monster|mutation|machete|shark|pacific garbage patch,"The worldâ€™s greatest killing machine is three times as deadly when a mutated shark threatens a cruise ship. As the shark eats its way from one end of the ship to the next, the passengers fight the deadly predator using anything they can find.",90,Science Fiction|Action|Horror,The Asylum|Syfy,7/20/2015,15,3.8,2015,0,0
361159,tt4511566,0.37668,0,0,Navy Seals vs. Zombies,"Ed Quinn|Michael Dudikoff|Rick Fox|Chad ""Gunner"" Lail|Molly Hagan",,Stanton Barrett,,louisiana|navy seal|zombies|zombie violence|infected,"A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in New Orleans, the SEALS must fight for their lives, and the city, against an army of zombies.",97,Horror|Action,Hollywood Media Bridge|Throne Productions,10/8/2015,24,3.3,2015,0,0
365805,tt4227282,0.411416,0,0,Wrecker,Anna Hutchison|Andrea Whitburn|Jennifer Koenig|Don Knodel|Michael Dickson,,Michael Bafaro,You Stop You Die,,"Best friends Emily and Lesley go on a road trip to the desert. When Emily decides to get off the highway and take a ""short cut,"" they become the target of a relentless and psychotic trucker who forces them to play a deadly game of cat and mouse. (IMDB)",83,Thriller|Action|Horror,IW Wrecker Productions,11/6/2015,12,3.6,2015,0,0
351964,tt3793788,0.374853,0,0,The Escort,Lyndsy Fonseca|Michael Doneger|Bruce Campbell|Sonya Walger|Rumer Willis,http://willslocombe.com/?project=the-escort,Will Slocombe,Every story has a price.,father-son relationship|prostitute|magazine|escort service|writer,"Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",88,Comedy|Romance,Skyhook Productions|Cloverhill Pictures|Perspective Productions,6/15/2015,41,5.9,2015,0,0
362057,tt1663655,0.372889,0,0,Martyrs,Troian Bellisario|Bailey Noble|Kate Burton|Caitlin Carmichael|Melissa Tracy,,Kevin Goetz|Michael Goetz,,child abuse|sadism|female friendship|afterlife|buried alive,A woman and her childhood friend seek out revenge on those who victimized and abused them.,86,Drama|Horror|Thriller,Blumhouse Productions|The Safran Company|Temple Hill Entertainment,12/31/2015,43,5,2015,0,0
137333,tt2321502,0.371145,0,0,Uncanny,Mark Webber|Lucy Griffiths|David Clayton Rogers|Rainn Wilson,http://www.acceleratedmatter.com/,Matthew Leutwyler,Deception by design.,dark,"For ten years, inventor David Kressen has lived in seclusion with his inventions, including Adam, a robot with incredible lifelike human qualities. When reporter Joy Andrews is given access to their unconventional facility, she is alternately repelled and attracted to the scientist and his creation. But as Adam exhibits emergent behavior of anger and jealousy towards her, she finds herself increasingly entangled in a web of deception where no oneâ€™s motives are easily decipherable.",91,Thriller|Drama|Science Fiction,Accelerated Matter,1/31/2015,21,6.1,2015,0,0
317198,tt3856042,0.370148,0,0,Bad Hair Day,Laura Marano|Leigh-Allyn Baker|Christian Campbell|Kiana Madeira|Christian Paul,http://disneychannel.disney.com/bad-hair-day,Erik Canuel,,,"The film is about a high school tech whiz (Laura Marano), who is determined to become prom queen. But on the big day, she suddenly wakes up having a bad hair day, and her destroyed prom dress, and everything that can go wrong, does go badly wrong. A police officer (Leigh-Allyn Baker) seeks the necklace that the teen somehow ends up possessing. Prom day goes really bad as the pair is pursued by a dogged jewel thief (Christian Campbell) on a wild ride cross around the city.",90,TV Movie|Adventure|Comedy,Muse Entertainment Enterprises,2/13/2015,21,6.5,2015,0,0
57876,tt1519461,0.369529,5000000,0,Area 51,Reid Warner|Darrin Bragg|Ben Rovner|Jelena Nik|Roy Abramsohn,,Oren Peli,,found footage|area 51,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",91,Horror|Thriller|Science Fiction,Insurge Pictures,5/15/2015,82,4.4,2015,4599997.976,0
339533,tt4547120,0.369108,0,0,San Andreas Quake,Jhey Castles|Jason Woods|Grace Van Dien|Elaine Partnow|Lane Townsend,http://www.theasylum.cc/product.php?id=268,John Baumgartner,,earthquake|los angeles|family|tv|seismologist,"When a discredited L.A. Seismologist warns of an impending 12.7 earthquake, no one takes her seriously. Now on her own, she races desperately to get her family to safety before the earthquake breaks Los Angeles apart from the mainland.",90,TV Movie|Action|Science Fiction,The Asylum,5/19/2015,60,3.7,2015,0,0
277546,tt3687398,0.36817,6000000,0,The Runner,Nicolas Cage|Sarah Paulson|Connie Nielsen|Peter Fonda|Bryan Batt,,Austin Stark,Power always comes at a price,,"In the aftermath of the BP oil spill, an idealistic but imperfect New Orleans politician (Nicolas Cage) finds his plans of restoration unraveling as his own life becomes contaminated with corruption, scandal and deceit.",90,Drama,Paper Street Films|Back Lot Pictures|KGB Media,8/7/2015,35,4.8,2015,5519997.571,0
308457,tt3090670,0.367617,0,0,Advantageous,Jacqueline Kim|James Urbaniak|Freya Adams|Ken Jeong|Jennifer Ehle,,Jennifer Phang,,identity|unemployment|dystopic future|woman director|corporation,"In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter, Jules, do all they can to hold on to their joy, despite the instability surfacing in their world.",92,Science Fiction|Drama|Family,,6/23/2015,29,6.4,2015,0,0
306482,tt3155242,0.367434,0,0,Partisan,Vincent Cassel|Nigel Barber|Jeremy Chabriel|Florence Mezzara|Sosina Wogayehu,,Ariel Kleiman,,birthday|chicken|food,"On the edge of a crumbling city, 11-year-old Alexander lives in a sequestered commune alongside other children, their mothers, and charismatic leader, Gregori. Gregori teaches the children how to raise livestock, grow vegetables, work as a community - and how to kill. With the birth of a new baby brother weighing on his mind, Alexander begins to question Gregoriâ€™s overpowering influence on the children and their training to become assassins. Threatened by his increasing unwillingness to fall in line, Gregoriâ€™s behavior turns erratic and adversarial toward the child he once considered a son. With the two set dangerously at odds and the communeâ€™s way of life disintegrating, the residents fear a violent resolution is at hand.",98,Thriller|Drama,Warp Films Australia|Animal Kingdom|Carver Films,1/25/2015,16,5.8,2015,0,0
362105,tt4386242,0.36603,4400000,0,R.L. Stine's Monsterville: The Cabinet of Souls,Dove Cameron|Katherine McNamara|Ryan McCartan|Laine MacNeil|Briana Buckmaster,,Peter DeLuise,,,Teenage friends must resist the spell of an evil showman staging a house of horrors show in their small town.,85,Comedy|Horror,EveryWhere Studios,9/29/2015,22,7.2,2015,4047998.219,0
245846,tt2325977,0.365901,10000000,17472,Strangerland,Nicole Kidman|Joseph Fiennes|Hugo Weaving|Lisa Flanagan|Megan Alston,,Kim Farrant,To find the truth they must lose themselves.,australia|missing child|outback|alcoholic drink|troubled marriage,"Newly arrived to a remote desert town, Catherine and Matthew are tormented by a suspicion when their two teenage children mysteriously vanish.",111,Drama|Thriller,Worldview Entertainment,7/1/2015,48,5,2015,9199995.952,16074.23293
330112,tt3774466,0.329164,0,0,Ashby,Mickey Rourke|Nat Wolff|Emma Roberts|Sarah Silverman|Adam Aalderks,https://www.bankside-films.com/screeners/ashby.html#,Tony McNamara,Life is about knowing how to take a hit.,cia|assassin|romance|neighbor|teenager,"When new kid in town Ed Wallis is given an assignment to interview an older person, he turns to his mysterious neighbor, Ashby Holt for help.  That new connection leads to unexpected journeys for both of them, as Ashby â€“ who turns out to be a retired CIA assassin â€“ deals with a terminal prognosis, and Ed deals with adjusting to life with his newly single mom and developing relationship with a brainy classmate, Eloise.",102,Drama|Romance|Comedy,Head Gear Films|Metrol Technology|Langley Park Productions,4/19/2015,104,5.9,2015,0,0
322766,tt3881768,0.359826,0,0,Beautiful & Twisted,Rob Lowe|Paz Vega|Candice Bergen|Seychelle Gabriel|Jude Ciccolella,,Christopher Zalla,Based on the infamous true story.,murder|true crime|tv movie,"Following the murder of hotel heir Ben Novack Jr., police focus their investigation on his wife, Narcy.",90,Crime|Drama|Thriller,Sony Pictures Television|Silver Screen Pictures,1/31/2015,21,5.4,2015,0,0
361931,tt5065822,0.357654,0,0,Ronaldo,Cristiano Ronaldo,http://www.ronaldothefilm.com,Anthony Wonke,Astonishing. Intimate. Definitive.,biography|soccer player,"Filmed over 14 months with unprecedented access into the inner circle of the man and the sport, this is the first official and fully authorised film of one of the most celebrated figures in football.  For the first time ever, the world gets vividly candid and un-paralleled, behind-closed-doors access to the footballer, father, family-man and friend in this moving &amp; fascinating documentary. Through in-depth conversations, state of the art football footage and never before seen archival footage, the film gives an astonishing insight into the sporting and personal life of triple Ballon D'Or winner Cristiano Ronaldo at the peak of his career.  From the makers of â€˜Sennaâ€™ and â€˜Amyâ€™, Ronaldo takes audiences on an intimate and revealing journey of what itâ€™s like to live as an iconic athlete in the eye of the storm.",0,Documentary,"On The Corner Films|We Came, We Saw, We Conquered Studios",11/9/2015,80,6.5,2015,0,0
318224,tt4257858,0.357614,0,0,Going Clear: Scientology and the Prison of Belief,Paul Haggis|Jason Beghe|Alex Gibney|Lawrence Wright|Sherry Stringfield,http://www.hbo.com/documentaries/going-clear/,Alex Gibney,,cult|scientology,"Going Clear intimately profiles eight former members of the Church of Scientology, shining a light on how they attract true believers and the things they do in the name of religion.",119,Documentary,Jigsaw Productions|HBO Documentary Films|Sky Atlantic,1/25/2015,186,7.8,2015,0,0
309503,tt3346224,0.357567,0,0,Zipper,Patrick Wilson|Lena Headey|Richard Dreyfuss|Ray Winstone|John Cho,,Mora Stephens,Why take the risk,woman director,"Sam Ellis is a man on the rise â€” a hot-shot federal prosecutor on the cusp of a bright political future. But what was meant to be a one-time experience with an escort turns into a growing addiction â€” a new demon threatening to destroy his life, family, and career.",103,Thriller|Drama,Protozoa Pictures|Cargo Entertainment|33 Pictures,8/28/2015,30,5.5,2015,0,0
348811,tt3779300,0.356519,0,0,War Pigs,Luke Goss|Dolph Lundgren|Chuck Liddell|Noah Segan|Steven Luke,,Ryan Little,Victory is the only option,world war ii|nazis,A rag tag unit of misfits known as the War Pigs must go behind enemy lines to exterminate Nazis by any means necessary.,92,War|Action,VMI Worldwide|Verdi Productions|Schuetzle Company Productions|The Fyzz Facility,8/3/2015,26,4.9,2015,0,0
310135,tt3672742,0.354624,0,0,Turbo Kid,Munro Chambers|Laurence Leboeuf|Michael Ironside|Aaron Jeffery|Edwin Wright,,FranÃ§ois Simard|Anouk Whissell|Yoann-Karl Whissell,This is the future... This is the year 1997.,post-apocalyptic|dystopia|gore|bmx|violence,"In a post-apocalyptic wasteland, an orphaned teen must battle a ruthless warlord to save the girl of his dreams.",95,Adventure|Action|Comedy|Science Fiction,Epic Pictures Group|Timpson Films|EMA Films,8/14/2015,136,6.6,2015,0,0
355111,tt4955162,0.350858,0,0,Barbie in Rock 'N Royals,Kelly Sheridan|Jordyn Kane|Chiara Zanni|Bethany Brown|Michael Dobson,,Karen J. Lloyd,,princess|barbie doll,"In this upbeat musical, Barbie stars as Princess Courtney, a modern princess whose world is turned upside down when she switches places with Erika, a famous rockstar. Two very different worlds collide when a mix-up sends Princess Courtney to Camp Pop and Erika, to Camp Royalty. While the leaders of the rival camps try to correct the mix-up, both Courtney and Erika learn to adjust to the different worlds and have fun while making new, unexpected friends. When the girls learn both camps are at risk of shutting down, they must embrace their differences, find their true voices, and come together for an epic sing-off that shows anything is possible when you dare to dream big!",84,Animation|Music|Family,Mattel,8/13/2015,17,6.3,2015,0,0
335866,tt3118452,0.350599,0,0,Circle,Julie Benz|Carter Jenkins|Cesar Garcia|Mercy Malick|Lisa Pelikan,,Aaron Hann|Mario Miscione,In hereâ€¦ everything gets you killed.,survival|execution|stranger|no memory,Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller.,87,Drama|Horror|Science Fiction|Thriller,Votiv Films|Taggart Productions,10/2/2015,167,6.1,2015,0,0
295592,tt3660770,0.348306,0,16661077,Monkey Kingdom,Tina Fey,,Mark Linfield|Alastair Fothergill,Adventure is in Full Swing.,,"A newborn monkey and its mother struggle to survive within the competitive social hierarchy of the Temple Troop, a dynamic group of monkeys who live in ancient ruins found deep in the storied jungles of South Asia.",81,Animation|Documentary,Disneynature,4/17/2015,39,6.3,2015,0,15328184.1
335970,tt4126340,0.347797,0,0,Joe Dirt 2: Beautiful Loser,David Spade|Brittany Daniel|Dennis Miller|Christopher Walken|Adam Beach,http://www.crackle.com/c/joe-dirt-2-beautiful-loser,Fred Wolf,Go Hick Yourself,white trash,"When happy family man Joe Dirt finds himself transported to the recent past, he begins an epic journey to get back to his loved ones in the present.",107,Comedy,Happy Madison Productions,7/16/2015,23,4.2,2015,0,0
366142,tt5223342,0.344994,0,0,Minions: The Competition,Pierre Coffin|Chris Renaud,,Kyle Balda|Julien Soret,,minions,Two minions working in a bomb lab get competitive.,4,Animation,Illumination Entertainment,11/4/2015,16,5.9,2015,0,0
310121,tt3236120,0.344549,0,7449681,I'll See You in My Dreams,Blythe Danner|June Squibb|Rhea Perlman|Mary Kay Place|Aarti Mann,,Brett Haley,,widow|friendship,"A sudden loss disrupts Carolâ€™s orderly life, propelling her into the dating world for the first time in 20 years. Finally living in the present tense, she finds herself swept up in not one, but two unexpected relationships that challenge her assumptions about what it means to grow old.",92,Drama|Comedy,Northern Lights Films|Jeff Rice Films|Two Flints,5/15/2015,39,6.2,2015,0,6853703.504
361263,tt4505830,0.34253,0,0,Jesse Stone: Lost in Paradise,Tom Selleck|William Devane|Gloria Reuben|Luke Perry|Leslie Hope,http://www.hallmarkchannel.com/jesse-stone-lost-in-paradise,Robert Harmon,,,"Once a Los Angeles homicide detective, Police Chief Jesse Stone now presides over the quiet, seaside village of Paradise, Massachusetts. When the facts don't add up in a brutal Boston-area murder case, Jesse opens an investigation filled with surprises, unlikely suspects and grave danger. Though it's widely believed the murder was committed by an incarcerated serial killer, Jesse suspects another killer is at large and is hell-bent on bringing him to justice.",87,Drama|TV Movie|Crime|Mystery,Sony Pictures Television,10/18/2015,10,5.6,2015,0,0
324308,tt4425064,0.574031,0,494506,Steve Jobs: The Man in the Machine,Bob Belleville|Chrisann Brennan|Nolan Bushnell|Jason Chen|Nick Denton,http://www.magpictures.com/stevejobsthemaninthemachine/,Alex Gibney,Bold. Brilliant. Brutal.,technology|computer|history|apple,"When Steve Jobs died the world wept. But what accounted for the grief of millions of people who didnâ€™t know him? This evocative film navigates Jobs' path from a small house in the suburbs, to zen temples in Japan, to the CEO's office of the world's richest company, exploring how Jobsâ€™ life and work shaped our relationship with the computer. The Man in the Machine is a provocative and sometimes startling re-evaluation of the legacy of an icon.",129,Documentary,Magnolia Pictures|Jigsaw Productions|CNN Films,8/7/2015,110,6.2,2015,0,454945.3198
326923,tt4234734,0.339297,0,0,Babysitter's Black Book,Spencer Locke|Angeline Appel|Lauren York|Steffani Brass|David Shatraw,http://www.mylifetime.com/movies/babysitters-black-book,Lee Friedlander,,babysitter|escort service|high school|hooker|babysitting,"When her parents' financial problems threaten Ashley's dreams for college, the high school whiz kid takes matters into her own hands. She and her girlfriends turn their babysitting business into a wildly successful escort service for dads. But in this small suburban community, nothing stays secret for long.",88,Drama|TV Movie,Johnson Production Group|Shadowland,2/21/2015,18,5.9,2015,0,0
356842,tt4126438,0.511431,0,0,The Ones Below,ClÃ©mence PoÃ©sy|David Morrissey|Stephen Campbell Moore|Laura Birn|Deborah Findlay,http://www.bbc.co.uk/bbcfilms/film/the_ones_below,David Farr,How well do you know your neighbors?,baby|expecting|neighbors,A couple expecting their first child discover an unnerving difference between themselves and the couple living in the flat below them who are also having a baby.,87,Thriller,BBC Films|Kreo Films FZ|Cuba Pictures|Tigerlily Films,10/14/2015,33,5.9,2015,0,0
339530,tt4180514,0.336453,0,0,Tremors 5: Bloodlines,Michael Gross|Jamie Kennedy|Pearl Thusi|Rea Rangaka|Brandon Auret,,Don Michael Paul,,africa|monster|sequel|creature|graboids,"The giant, man-eating Graboids are back and even deadlier than before, terrorizing the inhabitants of a South African wildlife reserve as they attack from below-and above.",99,Science Fiction|Action|Horror,Universal 1440 Entertainment,10/6/2015,47,5.1,2015,0,0
331190,tt3268668,0.336107,2000000,2801508,Captive,Kate Mara|David Oyelowo|Michael Kenneth Williams|Mimi Rogers|Leonor Varela,,Jerry Jameson,Faith. Redemption. Survival.,hostage|based on true story|murder|independent film|single mother,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warrenâ€™s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",97,Crime|Drama|Thriller,Itaca Films|BN Films|Brightside Entertainment|1019 Entertainment|Yoruba Saxon Productions,9/17/2015,55,5.7,2015,1839999.19,2577386.226
301729,tt3399896,0.335941,0,0,Terminus,Jai Koutrae|Kendra Appleton|Todd Lascane|Bren Foster|Brendan Clearkin,,Marc Furmie,The End Begins Here,,"Following a near-fatal accident, David Chamberlain makes an unprecedented discovery that will not only determine the fate of his family, but of mankind.",94,Science Fiction|Thriller|Fantasy,Storm Vision Entertainment,1/30/2015,39,4.6,2015,0,0
395883,tt4073890,0.333656,0,0,Andron,Alec Baldwin|Michelle Ryan|Danny Glover|Gale Harold|Leo Howard,http://ambidistribution.com/titles?title=Andron,Francesco Cinquemani,Only one survives,maze|labyrinth|claustrophobic,"A group of people are plunged into a dark, claustrophobic maze, where they must fight to survive, as the outside world watches.",100,Action|Science Fiction,Ambi Pictures,11/8/2015,24,4.7,2015,0,0
356300,tt3919218,0.332921,0,0,How to Plan an Orgy in a Small Town,Jewel Staite|Lauren Holly|Katharine Isabelle|Lauren Lee Smith|Natalie Brown,,Jeremy Lalonde,What's a little sex between friends you've known all your life?,small town|sex scene|woman in lingerie,"How to Plan an Orgy in a Small Town is about a group of friends who live in the picturesque town of Beaverâ€™s Ridgeâ€”the epitome of wholesomeness and strong family values. Their orderly life is interrupted by the homecoming of Cassie Cranston (Jewel Staite), whom they slut-shamed into leaving town when she was a teenager. Now a big-city sex writer, Cassie returns home to face an unwelcome reception by her former friends, and finds an opportunity to seek revenge by writing a book about them when they ask her if sheâ€™ll help them plan an orgy.",101,Comedy,Neophyte Productions,9/19/2015,17,4.7,2015,0,0
218784,tt1817771,0.330968,0,70958,Freaks of Nature,Nicholas Braun|Mackenzie Davis|Ed Westwick|Vanessa Hudgens|Keegan-Michael Key,https://www.facebook.com/FreaksOfNatureMovie,Robbie Pickering,Get out undead or alive.,small town|vampire|alien|zombies|teenager,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers-one human, one vampire, and one zombie-have to team up to figure out how to get rid of the visitors.",92,Science Fiction|Comedy|Horror,Columbia Pictures|Sony Pictures Entertainment,10/30/2015,78,5.6,2015,0,65281.33128
310137,tt1230213,0.330484,0,0,Reversal,Tina Ivlev|Richard Tyson|Bianca Malinowski|Kris Kjornes|Dustin Quick,,JosÃ© Manuel Cravioto,Escape is just the beginning.,van|revenge|murder|kidnapping|gore,"A young woman, Eve, fights back and manages to escape a malicious abductor. However, after discovering she may not be the only victim, Eve unravels a darker truth and decides to turn the tables on her captor.",80,Thriller|Horror,Dark Factory Entertainment,6/26/2015,54,5.4,2015,0,0
342917,tt4729754,0.329776,0,0,Batman Unlimited: Monster Mayhem,Roger Craig Smith|Troy Baker|Chris Diamantopoulos|Kari Wuhrer,,Butch Lukic,It's a fright to the finish for Batman!,dc comics|joker|superhero|super powers,"The Joker is aided in his Halloween quest to render modern technology useless and take over Gotham City by Solomon Grundy, Silver Banshee, Clayface and Scarecrow.",81,Action|Animation|Family,Warner Bros. Animation,8/18/2015,30,6.1,2015,0,0
79698,tt1321869,0.329109,27000000,0,The Lovers,Josh Hartnett|Simone Kessell|Tamsin Egerton|Alice Englert|Bipasha Basu,,Roland JoffÃ©,Love is longer than life.,,"The Lovers is an epic romance time travel adventure film. Helmed by Roland JoffÃ© from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters â€” a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",109,Action|Adventure|Science Fiction|Romance,Corsan|Bliss Media|Limelight International Media Entertainment|Neelmudra Entertainment|Aristos Films,2/13/2015,22,4.6,2015,24839989.07,0
337960,tt3671542,0.327373,0,0,Holding the Man,Ryan Corr|Craig Stott|Guy Pearce|Sarah Snook|Anthony LaPaglia,,Neil Armfield,A love story for everyone,,"In the 1970s, a young Australian boy, Timothy, finds himself confused. He falls for the captain of the football team. What follows shows all aspects of a relationship, regardless of gender or sexual preference. Conflict, temptation, and a huge burden which will affect every aspect of their lives.",128,Drama,Goalpost Pictures,8/27/2015,43,7.9,2015,0,0
296130,tt3397918,0.327066,0,0,Harbinger Down,Lance Henriksen|Matt Winston|Camille Balsamo|Giovonnie Samuels|Winston James Francis,,Alec Gillis,Terror is just beneath the surface,cosmonaut|marine researchers|crab boat|bering sea|beluga whale,"A group of grad students have booked passage on the fishing trawler Harbinger to study the effects of global warming on a pod of Orcas in the Bering Sea. When the ship's crew dredges up a recently thawed piece of old Soviet space wreckage, things get downright deadly. It seems that the Russians experimented with tardigrades, tiny resilient animals able to withstand the extremes of space radiation. The creatures survived, but not without mutation. Now the crew is exposed to aggressively mutating organisms. And after being locked in ice for 3 decades, the creatures aren't about to give up the warmth of human companionship.",82,Science Fiction|Horror,Dark Dunes Productions|Studio ADI,8/7/2015,32,4.2,2015,0,0
327418,tt4437640,0.32705,0,0,Batman Unlimited: Animal Instincts,Chris Diamantopoulos|Roger Craig Smith|Dana Snyder|Will Friedle|Charlie Schlatter,,Butch Lukic,"Hi-Tech, High Stakes, High Danger!",super powers,"Gotham City is under siege by a series of bizarre crimes and only the world's greatest detective, Batman, can unravel the mystery! The trail leads to none other than the Penguin and his Animilitia, an animal-inspired squad of villains including Silverback, Cheetah, Killer Croc and the monstrous Man-Bat.",78,Action|Animation|Family,Warner Bros. Animation,5/12/2015,39,5.8,2015,0,0
246133,tt3343784,0.324666,0,0,Entertainment,Gregg Turkington|Tye Sheridan|John C. Reilly|Lotte Verbeek|Dean Stockwell,,Rick Alverson,,,"Set in the Mojave Desert, the film follows a broken-down comedian playing clubs across the Southwest, working his way to Los Angeles to meet his estranged daughter.",113,Drama|Comedy,The Made Bed Productions|Nomadic Independence Pictures|Jagjaguwar,8/11/2015,11,4,2015,0,0
328869,tt3529656,0.324515,0,0,Meadowland,Olivia Wilde|Luke Wilson|Elisabeth Moss|Kevin Corrigan|Juno Temple,,Reed Morano,What if you had nothing to lose but your mind?,disappearance|woman director,"In the hazy aftermath of an unimaginable loss, Sarah and Phil come unhinged, recklessly ignoring the repercussions.  Phil starts to lose sight of his morals as Sarah puts herself in increasingly dangerous situations, falling deeper into her own fever dream.",105,Drama,Bron Studios,10/16/2015,17,6.4,2015,0,0
308032,tt0420293,0.324,0,643557,The Stanford Prison Experiment,Billy Crudup|Ezra Miller|Michael Angarano|Tye Sheridan|Olivia Thirlby,http://www.stanfordprisonexperimentfilm.com/,Kyle Patrick Alvarez,They were given 2 weeks. It lasted 6 days.,,This film is based on the actual events that took place in 1971 when Stanford professor Dr. Philip Zimbardo created what became one of the most shocking and famous social experiments of all time.,122,Thriller|Drama,Abandon Pictures|Sandbar Pictures|Coup d'Etat Films,7/17/2015,135,6.8,2015,0,592072.1795
329829,tt1254322,0.390188,0,0,The Girl King,Malin Buska|Sarah Gadon|Michael Nyqvist|Lucas Bryant|Laura Birn,,Mika KaurismÃ¤ki,,gay|sweden|queen|banquet|based on true story,"A portrait of the brilliant, extravagant Kristina of Sweden, queen from age six, who fights the conservative forces that are against her ideas to modernize Sweden and who have no tolerance for her awakening sexuality.",106,Drama|History|Romance,Starhaus Filmproduktion|Anagram Produktion|Galafilm Productions|Triptych Media|Marianna Films,12/11/2015,12,6.1,2015,0,0
330544,tt3704352,0.322653,0,0,Bessie,Queen Latifah|Mo'Nique|Mike Epps|Tika Sumpter|Michael Kenneth Williams,,Dee Rees,Survival began with a song.,blues music|woman director,"The story of legendary blues performer, Bessie Smith, who rose to fame during the 1920s and '30s.",107,Drama|Music|TV Movie,The Zanuck Company|Flavor Unit Entertainment|HBO Films,5/16/2015,21,5.9,2015,0,0
299551,tt3280916,0.32264,0,0,The Atticus Institute,William Mapother|Rya Kihlstedt|Sharon Maughan|Anne Betancourt|John Rubinstein,,Chris Sparling,The only case of possession confirmed by the U.S. Government.,experiment|psychology|government|weapon|supernatural,"In the early 1970s, Dr. Henry West creates an institute to find people with supernatural abilities. When Judith Winstead comes to the facility, she exhibits amazing abilities that the military wants to turn into a weapon.",92,Horror,The Safran Company|Poznan Film Group,1/20/2015,92,5.3,2015,0,0
207270,tt1891923,0.30035,0,0,The Hoarder,Mischa Barton|Robert Knepper|Emily Atack|Andrew Buckley|Valene Kane,,Matt Winn,Some things should never be locked away.,new york|detective|smoking|underground|hamster,"Ella discovers a terrifying secret when she becomes trapped in an underground storage facility. To survive she must join forces with a group of strangers, each with something to hide.",86,Thriller|Horror,Tall Man Films|Atlantic Picture Company|Sunny Day Media,5/21/2015,24,4.2,2015,0,0
